SEQN,intense,light,moderate,sedentary
29626.0,,381.14285714285717,9.428571428571429,569.4285714285714
29627.0,,241.71428571428572,3.25,716.4285714285714
29628.0,2.4,347.57142857142856,50.285714285714285,560.4285714285714
29630.0,3.5,297.0,49.42857142857143,610.5714285714286
29633.0,1.0,218.14285714285714,9.666666666666666,733.4285714285714
29634.0,2.0,337.7142857142857,14.285714285714286,607.7142857142857
29635.0,7.5,326.42857142857144,70.71428571428571,558.5714285714286
29636.0,6.0,238.0,35.0,722.5714285714286
29637.0,5.333333333333333,334.85714285714283,27.857142857142858,595.0
29638.0,,337.14285714285717,1.6666666666666667,622.1428571428571
29639.0,,365.14285714285717,3.3333333333333335,592.0
29641.0,,265.85714285714283,6.142857142857143,688.0
29642.0,,214.0,19.25,796.1428571428571
29646.0,2.25,178.0,18.166666666666668,765.1428571428571
29650.0,,171.71428571428572,1.5,787.8571428571429
29651.0,4.0,16.75,51.0,942.5714285714286
29652.0,,122.66666666666667,69.0,897.5714285714286
29658.0,3.0,149.28571428571428,35.57142857142857,773.4285714285714
29659.0,16.714285714285715,416.7142857142857,78.0,448.57142857142856
29660.0,,234.28571428571428,30.857142857142858,694.8571428571429
29663.0,1.5,231.57142857142858,17.666666666666668,712.8571428571429
29664.0,,331.7142857142857,14.0,616.2857142857143
29665.0,31.0,180.2,69.5,787.1428571428571
29666.0,2.0,159.57142857142858,16.8,787.5714285714286
