,SEQN,intense,light,moderate,sedentary,active
372,21542.0,0.0,258.57142857142856,5.6,697.4285714285713,0
373,21543.0,0.0,292.0,22.6,651.8571428571429,1
374,21544.0,0.0,183.0,6.0,771.8571428571429,0
375,21547.0,8.0,163.2,26.75,825.8571428571429,1
376,21548.0,6.5,133.71428571428572,46.0,791.5714285714287,1
377,21549.0,13.333333333333336,202.6,115.33333333333331,760.1428571428571,1
378,21550.0,4.666666666666667,416.1428571428572,40.857142857142854,501.0,1
379,21551.0,0.0,231.0,7.0,722.0,0
380,21552.0,0.0,126.42857142857143,1.75,832.5714285714287,0
381,21553.0,0.0,414.1428571428572,39.142857142857146,506.71428571428567,1
382,21556.0,0.0,356.42857142857144,2.7142857142857144,600.8571428571429,0
383,21557.0,0.0,111.71428571428572,1.3333333333333333,847.7142857142858,0
384,21558.0,0.0,305.57142857142856,9.285714285714286,645.1428571428571,0
385,21559.0,1.0,268.14285714285717,7.5,685.2857142857142,0
386,21561.0,0.0,293.0,2.2857142857142856,664.7142857142858,0
387,21562.0,0.0,243.14285714285717,7.857142857142858,709.0,0
388,21563.0,0.0,149.42857142857142,14.0,798.5714285714287,0
389,21564.0,17.428571428571427,303.2857142857143,77.85714285714286,561.4285714285714,1
390,21565.0,0.0,2.8571428571428568,1.6666666666666667,956.4285714285713,0
391,21566.0,0.0,380.1428571428572,15.714285714285715,564.1428571428571,0
392,21567.0,7.666666666666668,371.1428571428572,66.57142857142857,519.0,1
393,21568.0,0.0,291.0,8.166666666666666,662.0,0
394,21569.0,1.0,165.57142857142858,32.857142857142854,761.1428571428571,1
395,21570.0,4.0,320.42857142857144,61.14285714285714,575.0,1
396,21571.0,0.0,347.8571428571428,4.0,608.1428571428571,0
397,21573.0,1.75,354.42857142857144,35.42857142857143,569.1428571428571,1
398,21574.0,0.0,267.7142857142857,1.5,691.4285714285713,0
399,21575.0,6.8,337.6666666666667,66.6,618.1428571428571,1
400,21576.0,4.0,267.57142857142856,57.42857142857143,634.4285714285714,1
401,21577.0,0.0,139.66666666666666,1.0,840.1428571428571,0
402,21579.0,14.0,238.0,67.0,914.4285714285713,1
403,21580.0,5.0,386.4285714285714,85.14285714285714,487.71428571428567,1
404,21582.0,0.0,250.57142857142856,1.0,709.1428571428571,0
405,21583.0,0.0,211.0,22.0,760.2857142857142,1
406,21586.0,0.0,174.0,2.6666666666666665,783.7142857142858,0
407,21589.0,6.0,352.42857142857144,71.0,535.7142857142857,1
408,21592.0,1.0,296.0,23.57142857142857,640.2857142857142,1
409,21593.0,0.0,26.714285714285715,0.0,933.2857142857144,0
410,21595.0,2.0,242.85714285714286,80.66666666666667,647.1428571428571,1
411,21596.0,3.0,338.42857142857144,32.857142857142854,586.5714285714286,1
412,21598.0,0.0,428.8571428571428,13.833333333333336,519.2857142857143,0
413,21599.0,2.0,71.5,6.5,894.7142857142858,0
414,21600.0,1.0,43.42857142857143,24.0,906.0,1
415,21603.0,30.75,225.7142857142857,32.714285714285715,684.0,1
416,21605.0,0.0,488.4285714285714,23.33333333333333,451.57142857142856,1
417,21606.0,1.0,148.0,21.5,869.1428571428571,1
418,21608.0,2.6666666666666665,217.0,27.142857142857146,714.7142857142858,1
419,21610.0,0.0,184.85714285714286,1.3333333333333333,774.5714285714287,0
420,21613.0,1.0,344.8571428571428,20.571428571428573,594.4285714285714,1
421,21614.0,2.0,182.85714285714286,52.6,739.2857142857142,1
422,21616.0,10.8,283.57142857142856,45.57142857142857,623.1428571428571,1
423,21617.0,10.285714285714286,393.8571428571428,41.714285714285715,514.1428571428571,1
424,21618.0,0.0,232.57142857142856,10.0,718.8571428571429,0
425,21619.0,0.0,310.7142857142857,1.3333333333333333,648.7142857142858,0
426,21621.0,0.0,255.14285714285717,9.857142857142858,695.0,0
427,21623.0,0.0,100.57142857142857,2.6,857.5714285714287,0
428,21625.0,1.0,84.6,1.6666666666666667,897.8571428571429,0
429,21626.0,4.8,196.28571428571428,36.42857142857143,723.8571428571429,1
430,21627.0,1.0,215.14285714285717,17.142857142857142,727.4285714285713,0
431,21628.0,3.5,356.5,53.33333333333334,607.7142857142858,1
432,21629.0,2.2857142857142856,351.1428571428572,67.57142857142857,539.0,1
433,21630.0,0.0,309.2857142857143,2.833333333333333,648.2857142857142,0
