,SEQN,RIDAGEYR,DMDEDUC2,DMDHHSIZ,INDFMPIR,gender_1.0,gender_2.0,marital_1.0,marital_2.0,marital_3.0,marital_4.0,marital_5.0,marital_6.0
1159,23567.0,37.0,5.0,3.0,5.0,1,0,1,0,0,0,0,0
1160,23568.0,24.0,2.0,4.0,0.64,1,0,0,0,0,0,0,1
1161,23569.0,41.0,4.0,2.0,1.6,0,1,0,0,1,0,0,0
1162,23573.0,39.0,5.0,4.0,4.62,1,0,1,0,0,0,0,0
1163,23574.0,34.0,4.0,3.0,1.6,0,1,1,0,0,0,0,0
1164,23577.0,28.0,4.0,2.0,3.79,0,1,0,0,0,0,1,0
1165,23578.0,40.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1166,23579.0,73.0,3.0,2.0,4.0,1,0,1,0,0,0,0,0
1167,23580.0,43.0,5.0,4.0,3.45,0,1,1,0,0,0,0,0
1168,23583.0,34.0,1.0,7.0,2.06,0,1,1,0,0,0,0,0
1169,23584.0,68.0,3.0,2.0,2.2,1,0,1,0,0,0,0,0
1170,23585.0,79.0,3.0,2.0,5.0,0,1,0,1,0,0,0,0
1171,23586.0,41.0,5.0,5.0,3.63,0,1,1,0,0,0,0,0
1172,23587.0,29.0,2.0,6.0,0.99,0,1,1,0,0,0,0,0
1173,23588.0,61.0,1.0,3.0,2.49,0,1,0,0,0,0,1,0
1174,23591.0,45.0,4.0,3.0,4.08,0,1,1,0,0,0,0,0
1175,23592.0,22.0,5.0,2.0,2.15,0,1,0,0,0,0,0,1
1176,23594.0,51.0,1.0,3.0,0.63,0,1,0,1,0,0,0,0
1177,23595.0,44.0,5.0,1.0,4.83,1,0,0,0,0,0,1,0
1178,23596.0,33.0,5.0,2.0,2.4,1,0,1,0,0,0,0,0
1179,23600.0,39.0,5.0,2.0,1.34,1,0,0,0,0,0,0,1
1180,23601.0,31.0,3.0,1.0,1.4,1,0,0,0,0,0,1,0
1181,23602.0,43.0,4.0,7.0,0.53,0,1,0,0,0,1,0,0
1182,23605.0,85.0,1.0,2.0,1.24,1,0,1,0,0,0,0,0
1183,23607.0,43.0,5.0,4.0,5.0,0,1,1,0,0,0,0,0
1184,23608.0,66.0,5.0,2.0,3.22,0,1,0,1,0,0,0,0
1185,23610.0,40.0,4.0,2.0,3.14,0,1,0,0,1,0,0,0
1186,23615.0,31.0,4.0,2.0,3.6,1,0,1,0,0,0,0,0
1187,23617.0,48.0,1.0,2.0,0.06,1,0,0,0,0,0,1,0
1188,23618.0,47.0,2.0,1.0,0.84,1,0,0,0,0,0,1,0
1189,23619.0,52.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
1190,23624.0,20.0,4.0,4.0,4.35,1,0,0,0,0,0,1,0
1191,23628.0,39.0,2.0,1.0,0.78,1,0,0,0,1,0,0,0
1192,23633.0,32.0,2.0,3.0,0.77,0,1,0,0,0,0,1,0
1193,23636.0,85.0,3.0,1.0,5.0,1,0,1,0,0,0,0,0
1194,23637.0,40.0,4.0,5.0,2.79,0,1,1,0,0,0,0,0
1195,23638.0,60.0,1.0,4.0,0.65,1,0,1,0,0,0,0,0
1196,23641.0,50.0,3.0,3.0,2.23,0,1,0,0,1,0,0,0
1197,23642.0,52.0,1.0,4.0,2.76,1,0,1,0,0,0,0,0
1198,23643.0,31.0,5.0,2.0,3.9,1,0,0,0,0,0,0,1
1199,23644.0,60.0,4.0,2.0,1.65,0,1,1,0,0,0,0,0
1200,23647.0,37.0,4.0,3.0,5.0,0,1,1,0,0,0,0,0
1201,23649.0,48.0,2.0,4.0,1.86,1,0,1,0,0,0,0,0
1202,23650.0,73.0,3.0,4.0,1.72,1,0,0,1,0,0,0,0
1203,23653.0,75.0,3.0,2.0,1.72,0,1,0,1,0,0,0,0
1204,23659.0,23.0,4.0,4.0,3.71,0,1,0,0,0,0,1,0
1205,23660.0,29.0,4.0,4.0,2.12,0,1,1,0,0,0,0,0
1206,23661.0,79.0,3.0,2.0,1.6,1,0,1,0,0,0,0,0
1207,23662.0,20.0,3.0,5.0,4.3,0,1,0,0,0,0,1,0
1208,23666.0,54.0,1.0,3.0,2.1,0,1,1,0,0,0,0,0
1209,23667.0,47.0,5.0,3.0,5.0,1,0,1,0,0,0,0,0
1210,23672.0,21.0,4.0,3.0,1.4,0,1,1,0,0,0,0,0
1211,23674.0,33.0,4.0,3.0,5.0,0,1,1,0,0,0,0,0
1212,23675.0,63.0,3.0,3.0,5.0,0,1,1,0,0,0,0,0
1213,23680.0,22.0,2.0,6.0,0.68,0,1,1,0,0,0,0,0
1214,23682.0,80.0,3.0,1.0,1.29,0,1,0,1,0,0,0,0
1215,23683.0,58.0,1.0,1.0,1.07,1,0,0,0,0,1,0,0
1216,23684.0,83.0,1.0,2.0,0.99,0,1,1,0,0,0,0,0
1217,23690.0,38.0,2.0,2.0,3.45,0,1,0,0,0,0,0,1
1218,23692.0,42.0,3.0,2.0,4.45,1,0,0,0,1,0,0,0
1219,23694.0,59.0,2.0,2.0,0.6,1,0,0,0,1,0,0,0
1220,23696.0,39.0,4.0,1.0,1.29,1,0,0,0,0,0,1,0
1221,23697.0,71.0,3.0,2.0,3.2,1,0,1,0,0,0,0,0
1222,23698.0,55.0,3.0,2.0,3.2,1,0,1,0,0,0,0,0
1223,23703.0,65.0,3.0,4.0,2.14,1,0,1,0,0,0,0,0
1224,23705.0,70.0,3.0,2.0,1.76,0,1,1,0,0,0,0,0
1225,23706.0,24.0,3.0,5.0,0.93,0,1,1,0,0,0,0,0
1226,23709.0,26.0,4.0,3.0,1.64,0,1,1,0,0,0,0,0
1227,23710.0,60.0,3.0,1.0,5.0,0,1,0,1,0,0,0,0
1228,23711.0,38.0,2.0,4.0,3.8,1,0,1,0,0,0,0,0
1229,23715.0,69.0,4.0,1.0,2.69,1,0,0,0,1,0,0,0
1230,23721.0,52.0,1.0,7.0,1.36,0,1,1,0,0,0,0,0
1231,23722.0,63.0,1.0,1.0,0.89,0,1,0,1,0,0,0,0
1232,23724.0,34.0,3.0,4.0,2.39,0,1,1,0,0,0,0,0
1233,23729.0,21.0,2.0,4.0,3.45,1,0,0,0,0,0,1,0
1234,23730.0,69.0,5.0,4.0,3.52,1,0,1,0,0,0,0,0
1235,23731.0,53.0,1.0,1.0,1.29,0,1,0,0,1,0,0,0
1236,23732.0,34.0,2.0,7.0,1.85,1,0,0,0,0,0,1,0
1237,23733.0,65.0,1.0,3.0,0.72,1,0,0,0,1,0,0,0
1238,23734.0,20.0,3.0,4.0,4.08,1,0,0,0,0,0,1,0
1239,23735.0,30.0,5.0,3.0,2.17,0,1,1,0,0,0,0,0
1240,23739.0,26.0,3.0,5.0,2.9,0,1,0,0,0,0,1,0
1241,23741.0,26.0,2.0,7.0,0.29,0,1,0,0,0,0,1,0
1242,23742.0,31.0,5.0,4.0,5.0,1,0,1,0,0,0,0,0
1243,23744.0,85.0,1.0,4.0,0.17,1,0,0,0,0,1,0,0
1244,23746.0,52.0,3.0,1.0,0.64,1,0,0,0,1,0,0,0
1245,23747.0,30.0,3.0,3.0,1.64,1,0,1,0,0,0,0,0
1246,23748.0,37.0,2.0,4.0,0.23,0,1,0,0,1,0,0,0
1247,23749.0,32.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
1248,23754.0,58.0,3.0,1.0,0.85,0,1,0,0,1,0,0,0
1249,23756.0,42.0,1.0,3.0,3.38,0,1,1,0,0,0,0,0
1250,23757.0,31.0,4.0,2.0,2.56,0,1,0,0,0,0,1,0
1251,23758.0,36.0,3.0,4.0,2.39,0,1,1,0,0,0,0,0
1252,23760.0,50.0,5.0,5.0,1.11,1,0,1,0,0,0,0,0
1253,23761.0,40.0,2.0,5.0,1.09,1,0,0,1,0,0,0,0
1254,23762.0,84.0,5.0,2.0,4.8,1,0,1,0,0,0,0,0
1255,23763.0,70.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1256,23764.0,62.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
1257,23768.0,33.0,3.0,2.0,1.84,1,0,0,0,0,0,1,0
1258,23769.0,20.0,4.0,4.0,0.79,1,0,0,0,0,0,1,0
1259,23770.0,23.0,3.0,4.0,1.97,1,0,0,0,0,0,1,0
1260,23772.0,57.0,5.0,1.0,4.62,0,1,0,0,0,0,1,0
1261,23773.0,41.0,1.0,5.0,2.09,1,0,1,0,0,0,0,0
1262,23775.0,23.0,4.0,2.0,1.49,0,1,1,0,0,0,0,0
1263,23776.0,22.0,4.0,4.0,4.59,0,1,0,0,0,0,1,0
1264,23779.0,48.0,3.0,6.0,2.47,0,1,0,0,1,0,0,0
1265,23782.0,31.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
1266,23785.0,32.0,5.0,3.0,1.15,0,1,1,0,0,0,0,0
1267,23789.0,53.0,2.0,2.0,0.7,1,0,0,0,1,0,0,0
1268,23790.0,21.0,4.0,4.0,1.34,0,1,0,0,0,0,1,0
1269,23791.0,72.0,3.0,2.0,2.06,0,1,1,0,0,0,0,0
1270,23792.0,76.0,1.0,1.0,1.34,0,1,0,1,0,0,0,0
1271,23793.0,75.0,5.0,2.0,3.71,1,0,1,0,0,0,0,0
1272,23795.0,69.0,4.0,2.0,4.0,1,0,1,0,0,0,0,0
1273,23796.0,68.0,2.0,2.0,2.89,0,1,0,0,0,1,0,0
1274,23798.0,83.0,4.0,2.0,3.6,0,1,0,1,0,0,0,0
1275,23801.0,41.0,3.0,5.0,2.18,0,1,0,0,0,0,1,0
1276,23802.0,50.0,4.0,2.0,5.0,1,0,0,0,1,0,0,0
1277,23807.0,34.0,1.0,7.0,0.5,0,1,1,0,0,0,0,0
1278,23809.0,55.0,5.0,1.0,5.0,0,1,0,0,0,1,0,0
1279,23811.0,38.0,4.0,5.0,3.71,1,0,1,0,0,0,0,0
1280,23814.0,43.0,3.0,3.0,4.91,1,0,1,0,0,0,0,0
1281,23815.0,65.0,1.0,4.0,0.95,1,0,1,0,0,0,0,0
1282,23816.0,62.0,4.0,1.0,0.38,0,1,0,0,0,1,0,0
1283,23819.0,36.0,3.0,5.0,1.54,0,1,1,0,0,0,0,0
1284,23820.0,74.0,1.0,3.0,0.38,0,1,0,0,0,0,1,0
1285,23823.0,39.0,2.0,1.0,0.74,0,1,0,0,0,0,1,0
1286,23828.0,70.0,4.0,2.0,1.23,0,1,1,0,0,0,0,0
1287,23829.0,37.0,2.0,5.0,1.36,0,1,0,0,1,0,0,0
1288,23830.0,26.0,5.0,1.0,4.3,1,0,0,0,0,0,1,0
1289,23832.0,28.0,4.0,2.0,2.06,0,1,1,0,0,0,0,0
1290,23833.0,49.0,5.0,1.0,5.0,0,1,0,0,1,0,0,0
1291,23834.0,49.0,3.0,1.0,1.5,0,1,1,0,0,0,0,0
1292,23836.0,28.0,5.0,2.0,2.23,1,0,0,0,0,0,0,1
1293,23839.0,85.0,5.0,1.0,5.0,1,0,0,1,0,0,0,0
1294,23846.0,73.0,4.0,1.0,2.17,1,0,0,0,0,0,1,0
1295,23848.0,48.0,4.0,4.0,1.77,1,0,1,0,0,0,0,0
1296,23849.0,41.0,4.0,4.0,2.12,1,0,1,0,0,0,0,0
1297,23850.0,43.0,3.0,5.0,1.47,0,1,0,1,0,0,0,0
1298,23852.0,56.0,5.0,1.0,3.34,0,1,0,0,0,0,1,0
1299,23859.0,47.0,3.0,3.0,1.64,1,0,1,0,0,0,0,0
1300,23869.0,44.0,5.0,4.0,3.45,1,0,1,0,0,0,0,0
1301,23870.0,32.0,1.0,7.0,0.65,1,0,1,0,0,0,0,0
1302,23878.0,60.0,5.0,4.0,3.53,1,0,1,0,0,0,0,0
1303,23879.0,66.0,4.0,2.0,2.81,0,1,1,0,0,0,0,0
1304,23880.0,28.0,4.0,1.0,1.99,0,1,0,0,0,0,1,0
1305,23882.0,52.0,2.0,2.0,1.29,1,0,0,0,0,0,0,1
1306,23883.0,60.0,2.0,1.0,1.28,0,1,0,0,1,0,0,0
1307,23884.0,63.0,3.0,2.0,5.0,1,0,1,0,0,0,0,0
1308,23886.0,51.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
1309,23888.0,49.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
1310,23889.0,52.0,2.0,2.0,3.12,0,1,1,0,0,0,0,0
1311,23890.0,21.0,4.0,4.0,1.07,1,0,0,0,0,0,1,0
1312,23894.0,26.0,3.0,5.0,1.9,1,0,1,0,0,0,0,0
1313,23896.0,40.0,4.0,3.0,5.0,1,0,0,0,0,0,1,0
1314,23897.0,35.0,4.0,4.0,5.0,1,0,1,0,0,0,0,0
1315,23899.0,24.0,5.0,2.0,2.4,0,1,1,0,0,0,0,0
1316,23900.0,52.0,3.0,2.0,3.3,1,0,1,0,0,0,0,0
1317,23901.0,30.0,2.0,6.0,0.19,0,1,0,0,0,0,1,0
1318,23904.0,51.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
1319,23908.0,53.0,4.0,2.0,4.16,0,1,1,0,0,0,0,0
1320,23909.0,42.0,1.0,2.0,0.64,1,0,1,0,0,0,0,0
1321,23910.0,37.0,3.0,4.0,0.86,1,0,0,0,1,0,0,0
1322,23912.0,25.0,5.0,3.0,3.19,0,1,1,0,0,0,0,0
1323,23913.0,40.0,3.0,3.0,1.25,1,0,1,0,0,0,0,0
1324,23914.0,81.0,2.0,1.0,1.03,0,1,0,1,0,0,0,0
1325,23915.0,51.0,3.0,4.0,5.0,1,0,1,0,0,0,0,0
1326,23916.0,48.0,2.0,4.0,1.85,0,1,1,0,0,0,0,0
1327,23917.0,70.0,5.0,1.0,2.78,1,0,0,0,1,0,0,0
1328,23919.0,26.0,5.0,2.0,5.0,0,1,0,0,0,1,0,0
1329,23921.0,83.0,3.0,2.0,2.8,1,0,1,0,0,0,0,0
1330,23924.0,71.0,1.0,4.0,1.98,1,0,1,0,0,0,0,0
1331,23926.0,31.0,5.0,3.0,1.53,0,1,0,0,0,1,0,0
1332,23928.0,30.0,5.0,3.0,5.0,1,0,1,0,0,0,0,0
1333,23929.0,58.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
1334,23932.0,69.0,1.0,5.0,3.4,1,0,1,0,0,0,0,0
1335,23935.0,31.0,3.0,2.0,1.65,1,0,0,0,0,0,1,0
1336,23936.0,44.0,5.0,4.0,3.26,1,0,1,0,0,0,0,0
1337,23941.0,41.0,4.0,4.0,5.0,0,1,1,0,0,0,0,0
1338,23942.0,85.0,3.0,2.0,3.36,1,0,1,0,0,0,0,0
1339,23944.0,22.0,3.0,5.0,0.63,0,1,0,0,0,0,0,1
1340,23950.0,33.0,4.0,2.0,0.72,0,1,0,0,1,0,0,0
1341,23951.0,53.0,1.0,2.0,2.89,1,0,1,0,0,0,0,0
1342,23953.0,24.0,5.0,2.0,4.56,1,0,1,0,0,0,0,0
1343,23958.0,61.0,3.0,2.0,0.78,0,1,0,1,0,0,0,0
1344,23959.0,44.0,3.0,7.0,2.03,0,1,0,0,0,1,0,0
1345,23961.0,39.0,2.0,5.0,3.6,0,1,1,0,0,0,0,0
1346,23962.0,80.0,1.0,1.0,0.67,0,1,0,1,0,0,0,0
1347,23964.0,45.0,4.0,5.0,0.39,0,1,1,0,0,0,0,0
1348,23966.0,83.0,3.0,1.0,2.15,0,1,0,1,0,0,0,0
1349,23967.0,65.0,4.0,1.0,4.01,0,1,0,0,1,0,0,0
1350,23968.0,39.0,4.0,4.0,2.65,1,0,1,0,0,0,0,0
1351,23969.0,75.0,5.0,2.0,3.71,1,0,1,0,0,0,0,0
1352,23972.0,23.0,3.0,3.0,2.23,1,0,0,0,0,0,1,0
1353,23973.0,72.0,1.0,3.0,3.28,1,0,1,0,0,0,0,0
1354,23977.0,43.0,3.0,4.0,3.26,1,0,1,0,0,0,0,0
1355,23978.0,64.0,2.0,7.0,0.83,0,1,1,0,0,0,0,0
1356,23979.0,57.0,3.0,2.0,3.84,0,1,1,0,0,0,0,0
1357,23980.0,81.0,4.0,2.0,1.76,0,1,0,1,0,0,0,0
1358,23985.0,66.0,4.0,1.0,0.91,0,1,0,0,1,0,0,0
1359,23986.0,49.0,2.0,2.0,3.3,0,1,1,0,0,0,0,0
1360,23991.0,74.0,3.0,1.0,1.4,0,1,0,1,0,0,0,0
1361,23993.0,27.0,2.0,5.0,1.9,0,1,1,0,0,0,0,0
1362,23998.0,85.0,3.0,2.0,2.48,0,1,0,1,0,0,0,0
1363,24002.0,70.0,3.0,3.0,2.49,1,0,1,0,0,0,0,0
1364,24003.0,68.0,1.0,2.0,1.12,0,1,0,0,1,0,0,0
1365,24005.0,59.0,4.0,1.0,1.0,1,0,0,0,1,0,0,0
1366,24008.0,30.0,1.0,3.0,1.83,1,0,0,0,0,0,1,0
1367,24010.0,44.0,3.0,4.0,0.75,1,0,1,0,0,0,0,0
1368,24018.0,66.0,4.0,4.0,5.0,1,0,1,0,0,0,0,0
1369,24019.0,27.0,2.0,6.0,0.82,0,1,0,0,0,0,1,0
1370,24020.0,42.0,4.0,4.0,2.12,1,0,1,0,0,0,0,0
1371,24024.0,82.0,1.0,1.0,1.29,0,1,0,0,0,0,1,0
1372,24025.0,26.0,3.0,2.0,3.22,1,0,0,0,0,0,0,1
1373,24027.0,68.0,1.0,3.0,3.51,0,1,1,0,0,0,0,0
1374,24029.0,32.0,2.0,7.0,1.24,1,0,1,0,0,0,0,0
1375,24030.0,29.0,5.0,2.0,4.0,0,1,1,0,0,0,0,0
1376,24035.0,46.0,4.0,4.0,4.35,1,0,1,0,0,0,0,0
1377,24040.0,31.0,4.0,4.0,2.39,0,1,1,0,0,0,0,0
1378,24042.0,51.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1379,24043.0,79.0,2.0,1.0,5.0,1,0,0,1,0,0,0,0
1380,24045.0,72.0,4.0,3.0,2.29,1,0,1,0,0,0,0,0
1381,24046.0,68.0,4.0,2.0,2.72,1,0,1,0,0,0,0,0
1382,24047.0,54.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1383,24049.0,23.0,5.0,1.0,3.23,0,1,0,0,0,0,1,0
1384,24050.0,35.0,4.0,5.0,2.79,0,1,1,0,0,0,0,0
1385,24051.0,31.0,4.0,5.0,2.32,0,1,1,0,0,0,0,0
1386,24053.0,48.0,2.0,3.0,1.65,1,0,0,0,0,0,1,0
1387,24054.0,39.0,3.0,3.0,2.68,1,0,1,0,0,0,0,0
1388,24058.0,85.0,1.0,1.0,1.78,0,1,0,1,0,0,0,0
1389,24059.0,78.0,3.0,2.0,2.31,1,0,1,0,0,0,0,0
1390,24062.0,80.0,1.0,1.0,2.58,1,0,0,1,0,0,0,0
1391,24063.0,35.0,5.0,4.0,5.0,0,1,1,0,0,0,0,0
1392,24064.0,85.0,4.0,1.0,1.61,0,1,0,1,0,0,0,0
1393,24066.0,27.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
1394,24067.0,54.0,2.0,3.0,0.51,1,0,1,0,0,0,0,0
1395,24068.0,60.0,2.0,7.0,1.08,0,1,0,1,0,0,0,0
1396,24071.0,34.0,1.0,5.0,0.0,0,1,0,0,0,0,0,1
1397,24074.0,31.0,5.0,1.0,5.0,1,0,0,0,0,0,1,0
1398,24075.0,70.0,1.0,1.0,0.67,1,0,0,1,0,0,0,0
1399,24077.0,22.0,2.0,4.0,0.0,1,0,0,0,1,0,0,0
1400,24079.0,25.0,3.0,7.0,0.4,0,1,0,0,0,0,1,0
1401,24081.0,85.0,1.0,2.0,2.48,0,1,0,0,0,0,1,0
1402,24084.0,43.0,3.0,3.0,5.0,0,1,1,0,0,0,0,0
1403,24085.0,82.0,5.0,2.0,4.0,1,0,1,0,0,0,0,0
1404,24086.0,40.0,4.0,4.0,3.98,0,1,1,0,0,0,0,0
1405,24088.0,71.0,2.0,2.0,1.12,0,1,1,0,0,0,0,0
1406,24089.0,24.0,5.0,2.0,2.47,0,1,0,0,0,0,0,1
1407,24090.0,57.0,4.0,2.0,0.0,1,0,0,0,0,0,0,1
1408,24091.0,27.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
1409,24094.0,25.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
1410,24095.0,30.0,1.0,7.0,0.02,0,1,0,0,0,1,0,0
1411,24106.0,50.0,2.0,7.0,1.82,0,1,1,0,0,0,0,0
1412,24107.0,50.0,4.0,3.0,1.89,1,0,1,0,0,0,0,0
1413,24109.0,30.0,3.0,3.0,0.94,0,1,0,0,0,1,0,0
1414,24111.0,26.0,5.0,1.0,3.56,0,1,0,0,0,0,1,0
1415,24114.0,41.0,3.0,2.0,3.92,0,1,1,0,0,0,0,0
1416,24117.0,49.0,4.0,4.0,2.61,1,0,1,0,0,0,0,0
1417,24118.0,32.0,5.0,2.0,5.0,0,1,0,0,0,0,0,1
1418,24119.0,70.0,5.0,2.0,4.8,1,0,1,0,0,0,0,0
1419,24123.0,78.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1420,24124.0,23.0,5.0,6.0,1.07,1,0,0,0,0,0,1,0
1421,24125.0,85.0,5.0,1.0,5.0,1,0,0,1,0,0,0,0
1422,24126.0,77.0,1.0,1.0,1.02,1,0,0,1,0,0,0,0
1423,24131.0,43.0,5.0,3.0,5.0,0,1,1,0,0,0,0,0
1424,24132.0,48.0,4.0,2.0,3.44,0,1,0,0,0,0,0,1
1425,24133.0,75.0,1.0,2.0,1.09,0,1,1,0,0,0,0,0
1426,24135.0,37.0,2.0,5.0,1.11,0,1,0,0,0,0,1,0
1427,24137.0,70.0,2.0,1.0,5.0,1,0,0,1,0,0,0,0
1428,24140.0,61.0,4.0,2.0,5.0,0,1,0,0,0,0,1,0
1429,24141.0,21.0,3.0,4.0,3.83,1,0,0,0,0,0,1,0
1430,24143.0,37.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
1431,24144.0,23.0,3.0,5.0,3.27,1,0,0,0,0,0,1,0
1432,24147.0,51.0,3.0,2.0,4.45,0,1,0,0,0,0,1,0
1433,24153.0,28.0,4.0,2.0,1.65,1,0,0,0,0,0,1,0
1434,24157.0,45.0,5.0,2.0,5.0,0,1,0,0,0,0,1,0
1435,24158.0,80.0,3.0,2.0,3.3,0,1,0,1,0,0,0,0
1436,24159.0,84.0,4.0,2.0,3.76,1,0,0,0,0,0,0,1
1437,24160.0,62.0,3.0,1.0,1.32,0,1,0,0,0,0,1,0
1438,24161.0,22.0,2.0,3.0,2.68,1,0,0,0,0,0,1,0
1439,24162.0,40.0,3.0,5.0,3.32,1,0,0,0,0,0,1,0
1440,24165.0,65.0,3.0,2.0,4.8,0,1,1,0,0,0,0,0
1441,24167.0,39.0,5.0,2.0,5.0,0,1,0,0,0,0,1,0
1442,24168.0,66.0,1.0,6.0,1.07,0,1,0,0,1,0,0,0
1443,24169.0,67.0,3.0,1.0,1.5,0,1,0,1,0,0,0,0
1444,24171.0,25.0,3.0,3.0,1.61,1,0,0,0,0,0,1,0
1445,24175.0,55.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1446,24176.0,42.0,5.0,4.0,5.0,1,0,1,0,0,0,0,0
1447,24177.0,27.0,3.0,2.0,1.44,1,0,1,0,0,0,0,0
1448,24178.0,70.0,2.0,2.0,1.2,0,1,1,0,0,0,0,0
1449,24181.0,85.0,4.0,2.0,4.04,1,0,1,0,0,0,0,0
1450,24183.0,49.0,4.0,4.0,4.24,1,0,1,0,0,0,0,0
1451,24184.0,63.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1452,24185.0,21.0,4.0,2.0,0.99,1,0,0,0,0,0,1,0
1453,24187.0,50.0,1.0,3.0,0.24,1,0,1,0,0,0,0,0
1454,24189.0,27.0,3.0,5.0,0.73,0,1,1,0,0,0,0,0
1455,24190.0,75.0,3.0,2.0,2.06,0,1,1,0,0,0,0,0
1456,24191.0,66.0,1.0,2.0,2.75,1,0,1,0,0,0,0,0
1457,24192.0,71.0,5.0,2.0,2.15,1,0,1,0,0,0,0,0
1458,24193.0,66.0,3.0,1.0,5.0,0,1,0,1,0,0,0,0
1459,24194.0,59.0,3.0,6.0,0.91,0,1,1,0,0,0,0,0
1460,24195.0,46.0,3.0,5.0,4.18,0,1,1,0,0,0,0,0
1461,24196.0,57.0,3.0,3.0,1.85,1,0,1,0,0,0,0,0
1462,24197.0,37.0,3.0,5.0,2.79,1,0,1,0,0,0,0,0
1463,24199.0,75.0,1.0,1.0,0.67,0,1,0,0,0,1,0,0
1464,24204.0,39.0,4.0,5.0,5.0,0,1,1,0,0,0,0,0
1465,24205.0,38.0,4.0,3.0,5.0,1,0,1,0,0,0,0,0
1466,24207.0,60.0,4.0,1.0,1.34,1,0,0,0,1,0,0,0
1467,24208.0,81.0,3.0,2.0,5.0,0,1,1,0,0,0,0,0
1468,24210.0,27.0,2.0,5.0,1.98,0,1,1,0,0,0,0,0
1469,24213.0,32.0,4.0,2.0,2.4,1,0,0,0,0,0,1,0
1470,24215.0,21.0,3.0,5.0,0.39,0,1,0,0,0,0,1,0
1471,24218.0,32.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
1472,24219.0,58.0,1.0,5.0,0.16,1,0,0,0,1,0,0,0
1473,24221.0,72.0,4.0,2.0,1.32,0,1,1,0,0,0,0,0
1474,24222.0,43.0,5.0,2.0,5.0,0,1,0,0,1,0,0,0
1475,24223.0,85.0,4.0,2.0,5.0,0,1,0,1,0,0,0,0
1476,24226.0,26.0,4.0,1.0,5.0,1,0,0,0,0,0,1,0
1477,24227.0,31.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
1478,24228.0,49.0,1.0,4.0,0.82,0,1,1,0,0,0,0,0
1479,24229.0,34.0,2.0,7.0,3.15,1,0,1,0,0,0,0,0
1480,24230.0,82.0,4.0,1.0,3.22,0,1,0,1,0,0,0,0
1481,24231.0,25.0,2.0,6.0,0.79,1,0,0,0,0,0,1,0
1482,24234.0,20.0,3.0,6.0,3.14,0,1,0,0,0,0,1,0
1483,24239.0,85.0,5.0,2.0,1.34,1,0,1,0,0,0,0,0
1484,24241.0,29.0,3.0,1.0,0.8,1,0,0,0,0,0,1,0
1485,24243.0,52.0,4.0,2.0,1.56,1,0,1,0,0,0,0,0
1486,24244.0,31.0,1.0,4.0,2.78,1,0,0,0,0,0,1,0
1487,24245.0,55.0,4.0,3.0,0.85,0,1,0,0,1,0,0,0
1488,24247.0,79.0,1.0,1.0,0.07,0,1,0,1,0,0,0,0
1489,24248.0,26.0,3.0,4.0,1.27,1,0,1,0,0,0,0,0
1490,24250.0,61.0,1.0,2.0,1.36,0,1,1,0,0,0,0,0
1491,24254.0,73.0,3.0,2.0,1.65,1,0,0,1,0,0,0,0
1492,24257.0,22.0,4.0,1.0,4.3,1,0,0,0,0,0,1,0
1493,24261.0,60.0,4.0,2.0,1.34,1,0,1,0,0,0,0,0
1494,24262.0,63.0,5.0,2.0,4.13,0,1,1,0,0,0,0,0
1495,24263.0,27.0,3.0,4.0,0.64,0,1,1,0,0,0,0,0
1496,24264.0,54.0,3.0,2.0,2.56,1,0,1,0,0,0,0,0
1497,24265.0,39.0,4.0,3.0,0.98,1,0,1,0,0,0,0,0
1498,24267.0,36.0,1.0,7.0,1.44,1,0,1,0,0,0,0,0
1499,24268.0,65.0,1.0,5.0,1.22,0,1,0,0,0,1,0,0
1500,24270.0,25.0,2.0,4.0,0.78,0,1,1,0,0,0,0,0
1501,24271.0,63.0,1.0,5.0,1.67,0,1,0,1,0,0,0,0
1502,24272.0,67.0,1.0,7.0,0.0,0,1,1,0,0,0,0,0
1503,24274.0,51.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
1504,24277.0,62.0,2.0,2.0,4.0,1,0,1,0,0,0,0,0
1505,24278.0,25.0,5.0,2.0,5.0,1,0,0,0,0,1,0,0
