,SEQN,RIDAGEYR,DMDEDUC2,DMDHHSIZ,INDFMPIR,gender_1.0,gender_2.0,marital_1.0,marital_2.0,marital_3.0,marital_4.0,marital_5.0,marital_6.0
2457,26300.0,71.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2458,26304.0,59.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
2459,26310.0,31.0,5.0,3.0,5.0,0,1,1,0,0,0,0,0
2460,26311.0,23.0,5.0,2.0,2.89,0,1,1,0,0,0,0,0
2461,26312.0,62.0,2.0,2.0,2.8,1,0,1,0,0,0,0,0
2462,26313.0,67.0,4.0,2.0,0.68,0,1,0,1,0,0,0,0
2463,26314.0,61.0,1.0,4.0,4.13,1,0,1,0,0,0,0,0
2464,26316.0,70.0,3.0,2.0,2.48,0,1,1,0,0,0,0,0
2465,26317.0,53.0,5.0,5.0,3.27,1,0,1,0,0,0,0,0
2466,26318.0,33.0,5.0,3.0,5.0,0,1,1,0,0,0,0,0
2467,26327.0,43.0,3.0,4.0,5.0,0,1,1,0,0,0,0,0
2468,26328.0,51.0,5.0,3.0,4.26,0,1,0,0,1,0,0,0
2469,26330.0,77.0,2.0,1.0,1.29,0,1,0,1,0,0,0,0
2470,26333.0,85.0,3.0,2.0,5.0,1,0,1,0,0,0,0,0
2471,26336.0,75.0,2.0,2.0,1.44,1,0,1,0,0,0,0,0
2472,26338.0,39.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
2473,26340.0,50.0,3.0,2.0,2.89,0,1,0,0,1,0,0,0
2474,26341.0,67.0,1.0,2.0,0.81,1,0,1,0,0,0,0,0
2475,26342.0,77.0,3.0,1.0,2.56,0,1,0,1,0,0,0,0
2476,26344.0,37.0,5.0,5.0,5.0,1,0,1,0,0,0,0,0
2477,26345.0,36.0,3.0,7.0,4.35,0,1,0,0,1,0,0,0
2478,26347.0,39.0,3.0,2.0,0.11,1,0,0,0,1,0,0,0
2479,26350.0,82.0,3.0,2.0,2.06,0,1,1,0,0,0,0,0
2480,26356.0,58.0,5.0,1.0,5.0,1,0,0,0,0,0,1,0
2481,26358.0,46.0,3.0,5.0,0.77,1,0,1,0,0,0,0,0
2482,26359.0,72.0,3.0,2.0,1.16,0,1,0,1,0,0,0,0
2483,26360.0,37.0,4.0,3.0,1.38,0,1,0,0,1,0,0,0
2484,26361.0,58.0,2.0,7.0,1.82,1,0,1,0,0,0,0,0
2485,26364.0,20.0,2.0,5.0,0.45,0,1,0,0,0,0,0,1
2486,26366.0,21.0,2.0,4.0,0.64,0,1,0,0,0,0,1,0
2487,26368.0,31.0,2.0,5.0,1.36,1,0,1,0,0,0,0,0
2488,26369.0,34.0,5.0,4.0,5.0,0,1,1,0,0,0,0,0
2489,26370.0,40.0,1.0,5.0,1.58,1,0,1,0,0,0,0,0
2490,26374.0,56.0,5.0,2.0,3.3,0,1,1,0,0,0,0,0
2491,26375.0,36.0,1.0,5.0,0.56,0,1,1,0,0,0,0,0
2492,26377.0,65.0,1.0,2.0,2.4,1,0,1,0,0,0,0,0
2493,26378.0,73.0,5.0,2.0,2.72,1,0,1,0,0,0,0,0
2494,26379.0,65.0,1.0,1.0,1.18,1,0,0,0,0,0,1,0
2495,26383.0,36.0,5.0,4.0,5.0,1,0,1,0,0,0,0,0
2496,26385.0,52.0,4.0,3.0,2.87,1,0,0,0,0,0,1,0
2497,26389.0,71.0,4.0,1.0,1.68,1,0,0,0,1,0,0,0
2498,26391.0,65.0,1.0,7.0,1.49,0,1,1,0,0,0,0,0
2499,26394.0,40.0,4.0,4.0,5.0,1,0,1,0,0,0,0,0
2500,26396.0,25.0,2.0,5.0,0.7,0,1,1,0,0,0,0,0
2501,26397.0,34.0,3.0,6.0,1.19,1,0,1,0,0,0,0,0
2502,26400.0,44.0,2.0,1.0,0.32,0,1,0,0,1,0,0,0
2503,26401.0,31.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
2504,26404.0,56.0,4.0,3.0,3.06,1,0,1,0,0,0,0,0
2505,26406.0,61.0,2.0,2.0,3.04,1,0,0,0,1,0,0,0
2506,26407.0,30.0,5.0,4.0,0.58,1,0,1,0,0,0,0,0
2507,26409.0,74.0,3.0,2.0,2.48,1,0,1,0,0,0,0,0
2508,26412.0,48.0,4.0,2.0,1.24,0,1,1,0,0,0,0,0
2509,26413.0,37.0,3.0,5.0,1.39,0,1,1,0,0,0,0,0
2510,26418.0,82.0,2.0,1.0,1.21,0,1,0,1,0,0,0,0
2511,26419.0,29.0,5.0,4.0,4.21,1,0,1,0,0,0,0,0
2512,26422.0,60.0,5.0,3.0,3.76,0,1,0,0,0,0,1,0
2513,26426.0,23.0,3.0,2.0,2.56,0,1,0,0,0,0,0,1
2514,26428.0,72.0,1.0,3.0,0.66,1,0,1,0,0,0,0,0
2515,26429.0,44.0,2.0,2.0,0.0,1,0,0,0,1,0,0,0
2516,26430.0,82.0,5.0,3.0,1.53,1,0,1,0,0,0,0,0
2517,26432.0,48.0,3.0,4.0,5.0,1,0,1,0,0,0,0,0
2518,26433.0,82.0,4.0,1.0,0.0,0,1,0,1,0,0,0,0
2519,26434.0,82.0,3.0,7.0,2.68,1,0,1,0,0,0,0,0
2520,26435.0,85.0,3.0,1.0,1.72,0,1,0,0,1,0,0,0
2521,26436.0,60.0,3.0,2.0,1.36,1,0,1,0,0,0,0,0
2522,26438.0,85.0,1.0,1.0,2.32,0,1,0,1,0,0,0,0
2523,26441.0,27.0,4.0,3.0,4.23,1,0,0,0,1,0,0,0
2524,26443.0,38.0,1.0,7.0,0.91,1,0,1,0,0,0,0,0
2525,26446.0,66.0,1.0,2.0,3.84,1,0,1,0,0,0,0,0
2526,26457.0,44.0,5.0,4.0,5.0,0,1,1,0,0,0,0,0
2527,26458.0,38.0,5.0,4.0,4.35,0,1,1,0,0,0,0,0
2528,26461.0,23.0,4.0,1.0,2.9,0,1,0,0,0,0,1,0
2529,26462.0,78.0,1.0,1.0,0.74,0,1,0,1,0,0,0,0
2530,26463.0,79.0,4.0,3.0,5.0,1,0,1,0,0,0,0,0
2531,26466.0,57.0,4.0,3.0,5.0,1,0,1,0,0,0,0,0
2532,26471.0,79.0,1.0,2.0,0.8,0,1,0,1,0,0,0,0
2533,26473.0,41.0,3.0,1.0,5.0,0,1,0,0,0,0,1,0
2534,26474.0,61.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2535,26477.0,63.0,2.0,1.0,0.75,1,0,0,1,0,0,0,0
2536,26480.0,48.0,3.0,1.0,1.07,1,0,0,0,0,1,0,0
2537,26481.0,33.0,3.0,4.0,3.34,1,0,1,0,0,0,0,0
2538,26482.0,37.0,5.0,7.0,5.0,1,0,1,0,0,0,0,0
2539,26483.0,38.0,4.0,3.0,5.0,1,0,1,0,0,0,0,0
2540,26484.0,60.0,5.0,4.0,5.0,0,1,0,0,1,0,0,0
2541,26487.0,21.0,4.0,4.0,1.65,0,1,0,0,0,0,1,0
2542,26488.0,69.0,4.0,2.0,2.72,1,0,1,0,0,0,0,0
2543,26489.0,61.0,1.0,2.0,1.84,0,1,1,0,0,0,0,0
2544,26491.0,78.0,3.0,1.0,5.0,1,0,0,1,0,0,0,0
2545,26493.0,36.0,3.0,5.0,1.09,0,1,0,0,1,0,0,0
2546,26500.0,25.0,4.0,2.0,2.4,0,1,1,0,0,0,0,0
2547,26501.0,77.0,1.0,2.0,1.5,1,0,0,0,1,0,0,0
2548,26502.0,23.0,4.0,3.0,0.32,0,1,0,0,0,0,1,0
2549,26503.0,80.0,2.0,5.0,0.67,0,1,0,1,0,0,0,0
2550,26504.0,73.0,1.0,2.0,1.92,1,0,1,0,0,0,0,0
2551,26506.0,55.0,5.0,1.0,4.51,0,1,0,0,1,0,0,0
2552,26507.0,21.0,4.0,3.0,5.0,1,0,0,0,0,0,1,0
2553,26508.0,38.0,4.0,5.0,2.72,0,1,1,0,0,0,0,0
2554,26509.0,46.0,4.0,2.0,0.41,0,1,1,0,0,0,0,0
2555,26510.0,53.0,2.0,7.0,2.85,1,0,1,0,0,0,0,0
2556,26511.0,81.0,2.0,1.0,1.34,0,1,0,1,0,0,0,0
2557,26513.0,43.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
2558,26519.0,42.0,3.0,5.0,1.36,0,1,0,0,1,0,0,0
2559,26523.0,56.0,3.0,2.0,5.0,1,0,1,0,0,0,0,0
2560,26525.0,21.0,3.0,4.0,3.28,0,1,0,0,0,0,1,0
2561,26529.0,50.0,3.0,1.0,1.56,1,0,0,0,1,0,0,0
2562,26532.0,20.0,4.0,3.0,3.93,1,0,0,0,0,0,1,0
2563,26537.0,30.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
2564,26539.0,34.0,5.0,7.0,1.23,0,1,1,0,0,0,0,0
2565,26544.0,81.0,4.0,2.0,3.92,1,0,1,0,0,0,0,0
2566,26545.0,31.0,4.0,4.0,2.67,1,0,1,0,0,0,0,0
2567,26546.0,37.0,4.0,4.0,2.12,0,1,1,0,0,0,0,0
2568,26547.0,43.0,3.0,3.0,0.8,0,1,0,0,0,0,0,1
2569,26552.0,29.0,4.0,4.0,2.99,0,1,1,0,0,0,0,0
2570,26553.0,52.0,2.0,1.0,0.27,0,1,0,0,0,0,1,0
2571,26554.0,29.0,5.0,2.0,2.15,0,1,0,0,0,0,0,1
2572,26555.0,26.0,2.0,4.0,0.25,0,1,0,0,0,0,1,0
2573,26561.0,41.0,5.0,4.0,5.0,1,0,1,0,0,0,0,0
2574,26563.0,52.0,3.0,3.0,5.0,1,0,1,0,0,0,0,0
2575,26564.0,43.0,4.0,4.0,0.64,0,1,0,1,0,0,0,0
2576,26565.0,50.0,3.0,1.0,2.23,0,1,0,0,0,1,0,0
2577,26566.0,36.0,5.0,3.0,4.26,1,0,1,0,0,0,0,0
2578,26567.0,85.0,1.0,3.0,1.09,1,0,0,0,0,0,1,0
2579,26569.0,33.0,2.0,7.0,0.0,0,1,0,0,1,0,0,0
2580,26571.0,21.0,1.0,7.0,1.02,0,1,0,0,0,0,0,1
2581,26572.0,26.0,3.0,3.0,0.98,0,1,0,0,0,1,0,0
2582,26573.0,70.0,1.0,3.0,0.66,0,1,1,0,0,0,0,0
2583,26574.0,47.0,2.0,3.0,1.7,0,1,0,0,0,0,1,0
2584,26577.0,85.0,5.0,1.0,1.61,1,0,0,1,0,0,0,0
2585,26579.0,20.0,3.0,6.0,0.27,1,0,1,0,0,0,0,0
2586,26580.0,25.0,3.0,5.0,3.27,1,0,0,0,0,0,1,0
2587,26581.0,68.0,5.0,1.0,1.75,1,0,0,0,1,0,0,0
2588,26584.0,50.0,4.0,3.0,4.08,1,0,0,1,0,0,0,0
2589,26585.0,49.0,3.0,1.0,5.0,0,1,0,0,0,0,1,0
2590,26588.0,32.0,2.0,3.0,1.31,1,0,0,0,0,0,1,0
2591,26589.0,50.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
2592,26590.0,30.0,1.0,3.0,0.75,1,0,0,0,0,0,1,0
2593,26592.0,27.0,4.0,2.0,2.9,1,0,0,0,0,0,1,0
2594,26602.0,24.0,4.0,1.0,0.18,0,1,0,0,0,0,1,0
2595,26603.0,66.0,3.0,2.0,2.89,1,0,1,0,0,0,0,0
2596,26607.0,85.0,1.0,1.0,0.9,1,0,0,1,0,0,0,0
2597,26609.0,43.0,1.0,4.0,1.25,1,0,1,0,0,0,0,0
2598,26611.0,34.0,5.0,1.0,5.0,0,1,0,0,0,0,1,0
2599,26612.0,70.0,1.0,2.0,0.99,0,1,1,0,0,0,0,0
2600,26613.0,35.0,3.0,7.0,1.86,1,0,1,0,0,0,0,0
2601,26616.0,62.0,3.0,1.0,3.56,1,0,0,0,1,0,0,0
2602,26617.0,51.0,3.0,2.0,2.0,0,1,0,1,0,0,0,0
2603,26620.0,37.0,5.0,3.0,5.0,1,0,1,0,0,0,0,0
2604,26622.0,26.0,5.0,3.0,0.4,0,1,0,0,0,0,0,1
2605,26624.0,31.0,3.0,5.0,1.63,1,0,0,0,0,0,1,0
2606,26625.0,23.0,4.0,3.0,0.7,0,1,0,0,1,0,0,0
2607,26632.0,82.0,4.0,1.0,1.61,1,0,0,1,0,0,0,0
2608,26636.0,80.0,5.0,1.0,3.76,0,1,0,1,0,0,0,0
2609,26637.0,77.0,4.0,2.0,2.8,1,0,1,0,0,0,0,0
2610,26638.0,65.0,3.0,2.0,1.28,0,1,1,0,0,0,0,0
2611,26640.0,30.0,3.0,5.0,0.9,1,0,0,0,0,0,0,1
2612,26641.0,71.0,4.0,2.0,2.89,1,0,1,0,0,0,0,0
2613,26642.0,60.0,1.0,1.0,0.86,0,1,0,0,0,1,0,0
2614,26643.0,22.0,3.0,2.0,4.06,0,1,0,0,0,0,0,1
2615,26645.0,30.0,1.0,5.0,0.06,0,1,0,0,0,0,1,0
2616,26647.0,80.0,3.0,3.0,5.0,1,0,1,0,0,0,0,0
2617,26649.0,40.0,4.0,5.0,5.0,1,0,1,0,0,0,0,0
2618,26653.0,81.0,3.0,1.0,5.0,0,1,0,1,0,0,0,0
2619,26654.0,53.0,5.0,2.0,4.4,0,1,0,0,0,0,1,0
2620,26661.0,41.0,3.0,5.0,1.21,1,0,1,0,0,0,0,0
2621,26662.0,60.0,4.0,3.0,4.59,1,0,1,0,0,0,0,0
2622,26666.0,77.0,5.0,2.0,2.06,1,0,1,0,0,0,0,0
2623,26667.0,28.0,4.0,3.0,4.47,1,0,0,0,1,0,0,0
2624,26671.0,53.0,2.0,2.0,0.8,1,0,1,0,0,0,0,0
2625,26672.0,74.0,3.0,1.0,1.66,0,1,0,0,1,0,0,0
2626,26673.0,53.0,2.0,2.0,0.95,0,1,0,0,0,1,0,0
2627,26674.0,31.0,2.0,5.0,1.04,0,1,1,0,0,0,0,0
2628,26675.0,73.0,3.0,2.0,1.2,0,1,1,0,0,0,0,0
2629,26681.0,21.0,4.0,2.0,4.95,1,0,0,0,0,0,1,0
2630,26684.0,39.0,3.0,5.0,2.27,1,0,1,0,0,0,0,0
2631,26685.0,51.0,3.0,1.0,1.03,1,0,0,0,1,0,0,0
2632,26687.0,26.0,4.0,2.0,2.69,1,0,0,0,0,0,0,1
2633,26688.0,80.0,1.0,1.0,1.34,0,1,0,1,0,0,0,0
2634,26689.0,38.0,2.0,2.0,1.84,1,0,0,0,0,0,1,0
2635,26692.0,30.0,5.0,6.0,3.97,1,0,0,0,0,0,1,0
2636,26696.0,30.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
2637,26697.0,82.0,5.0,2.0,2.06,1,0,1,0,0,0,0,0
2638,26698.0,60.0,1.0,5.0,0.83,0,1,1,0,0,0,0,0
2639,26699.0,80.0,3.0,2.0,1.82,1,0,1,0,0,0,0,0
2640,26700.0,69.0,3.0,1.0,1.61,0,1,0,1,0,0,0,0
2641,26708.0,84.0,2.0,2.0,1.69,0,1,0,1,0,0,0,0
2642,26716.0,26.0,5.0,2.0,3.54,0,1,0,0,0,0,1,0
2643,26718.0,76.0,1.0,2.0,1.65,1,0,0,0,1,0,0,0
2644,26719.0,67.0,3.0,2.0,3.14,0,1,1,0,0,0,0,0
2645,26720.0,35.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2646,26721.0,68.0,1.0,1.0,1.0,0,1,0,1,0,0,0,0
2647,26723.0,49.0,5.0,4.0,4.35,1,0,1,0,0,0,0,0
2648,26725.0,26.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
2649,26726.0,68.0,3.0,2.0,2.4,0,1,0,0,1,0,0,0
2650,26728.0,84.0,5.0,1.0,5.0,1,0,0,1,0,0,0,0
2651,26729.0,73.0,3.0,1.0,1.34,0,1,1,0,0,0,0,0
2652,26733.0,47.0,4.0,2.0,4.8,0,1,1,0,0,0,0,0
2653,26736.0,39.0,2.0,6.0,1.3,1,0,1,0,0,0,0,0
2654,26738.0,70.0,2.0,1.0,1.5,0,1,0,1,0,0,0,0
2655,26739.0,43.0,2.0,2.0,1.06,1,0,0,0,0,0,1,0
2656,26741.0,48.0,4.0,2.0,5.0,0,1,1,0,0,0,0,0
2657,26744.0,80.0,1.0,3.0,1.6,0,1,1,0,0,0,0,0
2658,26745.0,68.0,5.0,2.0,3.2,0,1,1,0,0,0,0,0
2659,26750.0,43.0,5.0,4.0,4.35,1,0,1,0,0,0,0,0
2660,26752.0,37.0,4.0,4.0,1.33,0,1,1,0,0,0,0,0
2661,26753.0,41.0,4.0,3.0,5.0,0,1,1,0,0,0,0,0
2662,26755.0,61.0,4.0,2.0,3.2,1,0,1,0,0,0,0,0
2663,26756.0,24.0,4.0,3.0,0.64,0,1,0,0,0,0,1,0
2664,26757.0,44.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
2665,26759.0,28.0,3.0,4.0,2.72,0,1,1,0,0,0,0,0
2666,26767.0,45.0,4.0,2.0,5.0,0,1,0,0,0,0,0,1
2667,26768.0,85.0,5.0,1.0,2.24,0,1,0,1,0,0,0,0
2668,26770.0,23.0,4.0,1.0,2.34,0,1,0,0,0,0,1,0
2669,26771.0,25.0,4.0,2.0,2.15,1,0,0,0,0,0,0,1
2670,26773.0,56.0,4.0,3.0,4.42,1,0,1,0,0,0,0,0
2671,26775.0,85.0,4.0,1.0,0.45,0,1,0,1,0,0,0,0
2672,26777.0,60.0,1.0,2.0,3.2,0,1,1,0,0,0,0,0
2673,26778.0,36.0,3.0,4.0,2.81,1,0,0,0,1,0,0,0
2674,26782.0,46.0,4.0,4.0,5.0,0,1,1,0,0,0,0,0
2675,26784.0,53.0,4.0,2.0,1.76,0,1,0,0,1,0,0,0
2676,26785.0,84.0,4.0,1.0,2.23,1,0,0,1,0,0,0,0
2677,26786.0,37.0,3.0,3.0,2.23,0,1,0,0,1,0,0,0
2678,26794.0,21.0,2.0,4.0,1.27,0,1,1,0,0,0,0,0
2679,26795.0,29.0,2.0,3.0,4.15,1,0,1,0,0,0,0,0
2680,26796.0,47.0,3.0,6.0,0.58,0,1,0,0,1,0,0,0
2681,26799.0,80.0,2.0,2.0,1.2,0,1,1,0,0,0,0,0
2682,26801.0,46.0,4.0,3.0,4.47,0,1,1,0,0,0,0,0
2683,26802.0,52.0,5.0,1.0,5.0,0,1,1,0,0,0,0,0
2684,26803.0,66.0,4.0,2.0,1.65,1,0,1,0,0,0,0,0
2685,26804.0,75.0,1.0,5.0,5.0,0,1,0,1,0,0,0,0
2686,26806.0,71.0,1.0,1.0,0.8,0,1,0,1,0,0,0,0
2687,26809.0,46.0,4.0,2.0,5.0,0,1,0,0,0,0,1,0
2688,26811.0,76.0,3.0,2.0,3.36,1,0,1,0,0,0,0,0
2689,26812.0,71.0,3.0,2.0,2.4,1,0,1,0,0,0,0,0
2690,26815.0,80.0,1.0,2.0,1.2,1,0,1,0,0,0,0,0
2691,26817.0,54.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2692,26818.0,67.0,1.0,2.0,1.32,0,1,1,0,0,0,0,0
2693,26819.0,39.0,2.0,4.0,2.99,1,0,0,0,0,0,1,0
2694,26821.0,26.0,5.0,2.0,3.34,1,0,0,0,0,0,0,1
2695,26822.0,41.0,4.0,2.0,2.4,1,0,1,0,0,0,0,0
2696,26827.0,55.0,3.0,3.0,3.67,0,1,1,0,0,0,0,0
2697,26829.0,24.0,4.0,2.0,1.2,1,0,1,0,0,0,0,0
2698,26832.0,68.0,3.0,2.0,3.71,0,1,1,0,0,0,0,0
2699,26835.0,45.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2700,26836.0,65.0,4.0,3.0,5.0,1,0,1,0,0,0,0,0
2701,26837.0,29.0,4.0,1.0,3.01,1,0,0,0,0,0,1,0
2702,26840.0,55.0,3.0,1.0,5.0,0,1,0,0,1,0,0,0
2703,26841.0,25.0,3.0,6.0,1.39,1,0,0,0,0,0,0,1
2704,26842.0,61.0,2.0,2.0,0.63,0,1,0,1,0,0,0,0
2705,26853.0,72.0,3.0,2.0,2.08,0,1,1,0,0,0,0,0
2706,26854.0,47.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
2707,26855.0,60.0,4.0,5.0,3.96,1,0,1,0,0,0,0,0
2708,26857.0,47.0,1.0,4.0,1.29,0,1,0,0,0,0,1,0
2709,26858.0,41.0,4.0,4.0,2.34,1,0,0,0,0,1,0,0
2710,26862.0,72.0,3.0,2.0,4.56,1,0,1,0,0,0,0,0
2711,26863.0,53.0,3.0,3.0,4.34,1,0,1,0,0,0,0,0
2712,26864.0,41.0,4.0,7.0,0.88,0,1,1,0,0,0,0,0
2713,26866.0,62.0,3.0,4.0,0.6,0,1,0,0,0,0,1,0
2714,26871.0,61.0,1.0,7.0,0.83,0,1,1,0,0,0,0,0
2715,26872.0,85.0,3.0,1.0,3.76,1,0,0,0,1,0,0,0
2716,26876.0,42.0,5.0,2.0,5.0,1,0,0,0,0,0,1,0
2717,26877.0,80.0,1.0,1.0,1.18,0,1,0,1,0,0,0,0
2718,26878.0,76.0,5.0,1.0,0.0,1,0,0,0,0,0,1,0
2719,26879.0,65.0,1.0,3.0,1.91,1,0,0,0,0,0,1,0
2720,26880.0,42.0,4.0,5.0,3.71,1,0,1,0,0,0,0,0
2721,26881.0,59.0,2.0,1.0,1.68,0,1,0,1,0,0,0,0
2722,26882.0,85.0,4.0,1.0,1.88,1,0,1,0,0,0,0,0
2723,26883.0,72.0,3.0,2.0,1.2,1,0,1,0,0,0,0,0
2724,26884.0,65.0,1.0,5.0,0.68,1,0,1,0,0,0,0,0
2725,26885.0,83.0,4.0,2.0,4.0,0,1,0,1,0,0,0,0
2726,26887.0,59.0,2.0,2.0,4.2,1,0,1,0,0,0,0,0
2727,26888.0,45.0,1.0,6.0,0.41,1,0,1,0,0,0,0,0
2728,26889.0,81.0,5.0,2.0,1.82,1,0,1,0,0,0,0,0
2729,26890.0,42.0,2.0,6.0,0.33,0,1,0,0,1,0,0,0
2730,26898.0,71.0,1.0,3.0,1.22,1,0,0,1,0,0,0,0
2731,26901.0,29.0,3.0,6.0,0.08,1,0,0,0,0,0,0,1
2732,26902.0,42.0,4.0,6.0,2.63,1,0,1,0,0,0,0,0
2733,26904.0,81.0,1.0,6.0,0.58,1,0,1,0,0,0,0,0
2734,26906.0,48.0,3.0,1.0,3.44,0,1,0,1,0,0,0,0
2735,26907.0,20.0,2.0,4.0,0.87,1,0,0,0,0,0,1,0
2736,26908.0,73.0,5.0,2.0,5.0,1,0,0,0,0,0,0,1
2737,26909.0,31.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2738,26910.0,85.0,4.0,1.0,0.86,1,0,0,1,0,0,0,0
2739,26913.0,85.0,2.0,2.0,2.88,1,0,1,0,0,0,0,0
2740,26915.0,48.0,1.0,5.0,2.79,1,0,1,0,0,0,0,0
2741,26916.0,68.0,5.0,2.0,3.2,1,0,1,0,0,0,0,0
2742,26917.0,82.0,3.0,1.0,1.13,0,1,0,1,0,0,0,0
2743,26919.0,81.0,4.0,2.0,3.3,1,0,1,0,0,0,0,0
2744,26920.0,47.0,5.0,3.0,5.0,1,0,1,0,0,0,0,0
2745,26923.0,59.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0
2746,26936.0,34.0,3.0,3.0,1.6,1,0,1,0,0,0,0,0
2747,26937.0,24.0,4.0,4.0,1.01,0,1,1,0,0,0,0,0
2748,26939.0,64.0,3.0,3.0,3.83,1,0,1,0,0,0,0,0
2749,26940.0,27.0,5.0,2.0,3.36,1,0,0,0,0,0,1,0
2750,26941.0,43.0,3.0,1.0,4.3,0,1,0,0,1,0,0,0
2751,26950.0,26.0,5.0,1.0,1.07,1,0,0,0,0,0,1,0
2752,26952.0,30.0,3.0,5.0,3.25,1,0,1,0,0,0,0,0
2753,26953.0,68.0,5.0,4.0,4.21,1,0,1,0,0,0,0,0
2754,26954.0,72.0,2.0,2.0,2.8,1,0,1,0,0,0,0,0
2755,26955.0,41.0,2.0,7.0,0.53,1,0,1,0,0,0,0,0
2756,26956.0,69.0,2.0,1.0,1.61,1,0,0,0,0,0,1,0
2757,26957.0,61.0,4.0,2.0,2.48,0,1,0,0,0,0,1,0
2758,26961.0,64.0,4.0,1.0,2.69,1,0,0,0,1,0,0,0
2759,26962.0,24.0,4.0,5.0,2.55,1,0,1,0,0,0,0,0
2760,26964.0,81.0,4.0,1.0,2.0,1,0,0,0,1,0,0,0
2761,26966.0,85.0,4.0,1.0,2.12,0,1,0,1,0,0,0,0
2762,26967.0,56.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2763,26968.0,24.0,3.0,5.0,0.46,0,1,0,0,0,0,0,1
2764,26969.0,81.0,5.0,1.0,2.04,1,0,0,1,0,0,0,0
2765,26972.0,41.0,1.0,5.0,2.09,0,1,1,0,0,0,0,0
2766,26973.0,46.0,3.0,1.0,0.61,0,1,0,0,0,1,0,0
2767,26974.0,49.0,4.0,6.0,2.42,0,1,0,0,0,1,0,0
2768,26975.0,34.0,5.0,3.0,5.0,0,1,1,0,0,0,0,0
2769,26978.0,44.0,4.0,4.0,1.63,0,1,1,0,0,0,0,0
2770,26983.0,60.0,4.0,2.0,5.0,1,0,1,0,0,0,0,0
2771,26984.0,34.0,4.0,3.0,3.25,0,1,1,0,0,0,0,0
2772,26985.0,70.0,4.0,2.0,2.06,0,1,1,0,0,0,0,0
2773,26986.0,42.0,3.0,2.0,0.83,0,1,0,0,1,0,0,0
2774,26989.0,68.0,5.0,1.0,4.08,0,1,0,1,0,0,0,0
2775,26991.0,69.0,3.0,2.0,1.32,1,0,1,0,0,0,0,0
2776,26992.0,33.0,5.0,3.0,0.32,0,1,0,0,0,0,1,0
2777,26994.0,30.0,3.0,5.0,0.46,0,1,1,0,0,0,0,0
2778,26995.0,30.0,3.0,3.0,0.46,0,1,0,0,0,0,1,0
2779,26996.0,28.0,5.0,1.0,1.07,0,1,0,0,0,0,1,0
2780,26997.0,28.0,5.0,2.0,0.8,0,1,0,0,1,0,0,0
2781,26998.0,31.0,3.0,7.0,0.0,0,1,0,0,0,0,1,0
2782,27001.0,38.0,3.0,6.0,3.04,1,0,1,0,0,0,0,0
2783,27003.0,75.0,4.0,2.0,3.05,0,1,1,0,0,0,0,0
2784,27005.0,84.0,2.0,2.0,3.2,1,0,1,0,0,0,0,0
2785,27007.0,33.0,4.0,4.0,1.11,0,1,1,0,0,0,0,0
2786,27008.0,54.0,5.0,2.0,5.0,1,0,1,0,0,0,0,0
2787,27009.0,82.0,3.0,2.0,2.97,1,0,1,0,0,0,0,0
2788,27011.0,59.0,4.0,1.0,4.57,0,1,0,0,1,0,0,0
2789,27014.0,63.0,1.0,5.0,1.0,1,0,1,0,0,0,0,0
2790,27016.0,76.0,1.0,1.0,1.3,0,1,0,1,0,0,0,0
2791,27017.0,39.0,2.0,6.0,0.79,1,0,0,0,0,0,1,0
2792,27018.0,34.0,3.0,4.0,2.36,1,0,1,0,0,0,0,0
2793,27019.0,43.0,1.0,6.0,0.0,1,0,0,0,0,1,0,0
2794,27020.0,64.0,5.0,6.0,1.24,0,1,0,0,1,0,0,0
2795,27023.0,70.0,3.0,4.0,1.45,1,0,0,1,0,0,0,0
2796,27024.0,74.0,5.0,1.0,1.34,1,0,0,0,1,0,0,0
2797,27027.0,37.0,2.0,4.0,1.09,0,1,0,0,0,0,0,1
2798,27028.0,22.0,4.0,4.0,5.0,1,0,0,0,0,0,1,0
2799,27029.0,58.0,2.0,2.0,0.99,1,0,0,0,0,0,1,0
2800,27031.0,81.0,5.0,2.0,2.06,0,1,1,0,0,0,0,0
2801,27032.0,63.0,3.0,2.0,1.48,1,0,0,0,0,0,0,1
2802,27033.0,85.0,2.0,1.0,0.72,1,0,0,0,1,0,0,0
2803,27036.0,43.0,5.0,3.0,1.6,1,0,0,0,0,0,1,0
